Date,Week,Period,Customer,Sales Channel,Sales Rep,Item Class,Coffee Size,Item / Memo,Document Number,Location,Revenue,Quantity,Units Sold,Unit,Unit Multiplier,Package Lbs,Weight Source,Multiplier Source,Weight Review,Lbs,$/LB,Snapshot Date
2026-04-09,(26-Apr) 15,Apr 2026,Mensch Bakery & Kitchen,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Cold Brew,- None -,"CB Classic Concentrate,1 Gallon",INV839455,LA : 1ROASTERY (LA),119.36,4.0,4.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Mensch Bakery & Kitchen,Foodservice : Foodservice Direct,Robert Ford,Ancillary Products,- None -,"Monin Syrup, 1L: Pure Cane",INV839455,LA : 1ROASTERY (LA),54.0,4.0,4.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Mensch Bakery & Kitchen,Foodservice : Foodservice Direct,Robert Ford,Ancillary Products,- None -,"Monin Syrup, 1L: Vanilla",INV839455,LA : 1ROASTERY (LA),54.0,4.0,4.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Mensch Bakery & Kitchen,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,2lb,Org Decaf: Black Magic GW (2lb) Espresso,INV839455,LA : 1ROASTERY (LA),27.35,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,13.675,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Mensch Bakery & Kitchen,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Black Gold GW (5lb),INV839455,LA : 1ROASTERY (LA),305.0,5.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,61.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Mensch Bakery & Kitchen,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Lucky Jack GW (5lb),INV839455,LA : 1ROASTERY (LA),183.0,3.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,36.6,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Miss Donut,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Conv Cof: Miss Donuts Blend Kraft Bag (5lb),INV839456,LA : 1ROASTERY (LA),486.9,10.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,97.38,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,5lb,Org Mexico GW (5lb),INV839457,LA : 1ROASTERY (LA),74.08,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,14.815999999999999,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Cathey Kennedy,Foodservice : Foodservice Direct,Jonathan Ghattas,Finished Goods: Tea,- None -,"Org Loose Tea, 1lb: Yerba Mate - Green Mate",INV839458,LA : 1ROASTERY (LA),51.74,2.0,2.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Guckenheimer ISS,Foodservice : Foodservice Direct,Robert Ford,Ancillary Products,- None -,"2l&B Sachets, 15ct: Alpine Berry Herbal",INV839459,LA : 1ROASTERY (LA),56.1,6.0,6.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Guckenheimer ISS,Foodservice : Foodservice Direct,Robert Ford,Ancillary Products,- None -,"Numi Tea, 18ct: Jasmine Green",INV839459,LA : 1ROASTERY (LA),41.1,6.0,6.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Guckenheimer ISS,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,PP,Org Black Gold PP 4OZ DR,INV839459,LA : 1ROASTERY (LA),339.66,84.0,84.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Guckenheimer ISS,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,PP,Org Angel City PP 4OZ DR,INV839459,LA : 1ROASTERY (LA),339.66,84.0,84.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Guckenheimer ISS,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,PP,Org Black Magic PP 4OZ DR,INV839459,LA : 1ROASTERY (LA),339.66,84.0,84.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Sul & Beans San Diego Convoy,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Black Magic GW (5lb),INV839460,LA : 1ROASTERY (LA),226.11,3.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,45.222,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Sul & Beans San Diego Convoy,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Decaf: Black Magic GW (5lb),INV839460,LA : 1ROASTERY (LA),82.0,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,16.4,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Gilmore Associates,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,5lb,Org Volcan GW (5lb) Drip/Pour Over,INV839461,LA : 1ROASTERY (LA),148.78,2.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,29.756,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Chaos Enterprises,Foodservice : Foodservice Direct,Carlos Acuna,Brewing Equipment,- None -,"Thermal Airpot Dispenser, 3.0 L, TLXA3001S000",INV839462,LA : 1ROASTERY (LA),66.0,1.0,1.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Bea Bea's - Glendale,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Cold Brew,- None -,"CB Cold Brew Nitro, Keg",INV839463,LA : 1ROASTERY (LA),134.5,1.0,1.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Bea Bea's - Glendale,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Black Gold GW (5lb),INV839463,LA : 1ROASTERY (LA),223.17,3.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,44.634,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Bea Bea's - Glendale,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Big Shot Espresso GW (5lb),INV839463,LA : 1ROASTERY (LA),144.06,2.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,28.812,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Bea Bea's - Glendale,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Decaf: Bitches Brew GW (5lb),INV839463,LA : 1ROASTERY (LA),79.55,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,15.91,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Whole Foods Market,Grocery : Grocery Direct,Kristen Springer,Finished Goods: Roasted Coffee,12oz,Org Bitches Brew GW (12oz),INV839464,LA : 1ROASTERY (LA),133.44,2.0,6.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,4.5,29.653333333333332,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Compass Group,Foodservice : Foodservice Direct,Phil Hand,Finished Goods: Roasted Coffee,PP,Org Fuerza Femenina PP 4OZ DR,INV839465,LA : 1ROASTERY (LA),515.64,168.0,168.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Compass Group,Foodservice : Foodservice Direct,Phil Hand,Finished Goods: Roasted Coffee,PP,Org Decaf: French Roast PP 3.5OZ DR,INV839465,LA : 1ROASTERY (LA),238.74,84.0,84.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Cold Brew,- None -,"Organic Cold Brew Almond Latte, 8oz SINGLE Can, Keep Refrigerated",INV839466,LA : 1ROASTERY (LA),9.15,3.0,3.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Cold Brew,- None -,"Organic Cold Brew Coconut Latte, SINGLE 8oz Can, Keep Refrigerated",INV839466,LA : 1ROASTERY (LA),9.15,3.0,3.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Cold Brew,- None -,"Organic Cold Brew Mocha Latte, 8oz SINGLE Can, Keep Refrigerated",INV839466,LA : 1ROASTERY (LA),9.15,3.0,3.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Cold Brew,- None -,"Organic Cold Brew Oat Latte, 8oz SINGLE Can, Keep Refrigerated",INV839466,LA : 1ROASTERY (LA),9.15,3.0,3.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Peru GW (10oz) Drip/Pour Over,INV839466,LA : 1ROASTERY (LA),13.23,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,21.168,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Wild Bloom Blend GW (10oz) Drip/Pour over,INV839466,LA : 1ROASTERY (LA),13.23,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,21.168,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Round Midnight Blend GW (10oz) Drip/Pour over,INV839466,LA : 1ROASTERY (LA),13.23,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,21.168,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Black Gold GW (12oz) Drip/Pour Over,INV839466,LA : 1ROASTERY (LA),12.49,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,16.653333333333332,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Bitches Brew GW (12oz) Drip/Pour Over,INV839466,LA : 1ROASTERY (LA),12.49,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,16.653333333333332,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Venice GW (12oz) Drip/Pour Over,INV839466,LA : 1ROASTERY (LA),12.49,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,16.653333333333332,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Merchandise & Apparel,- None -,"Dad Hat, ""Whole Being"" - Red",INV839467,LA : 1ROASTERY (LA),0.0,2.0,2.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Merchandise & Apparel,- None -,"GW X Katie Kimmel WB T-Shirt - Brown, Large",INV839467,LA : 1ROASTERY (LA),39.62,2.0,2.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Merchandise & Apparel,- None -,"Chemex Natural Pre-Folded Square Filter 8 CUP, 100/BX",INV839467,LA : 1ROASTERY (LA),7.34,1.0,1.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Marketing Materials,- None -,x10 - GW Stickers Assortment,INV839467,LA : 1ROASTERY (LA),0.0,1.0,1.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Marketing Materials,- None -, 1x Mexico Airpot Tag+Velcro,INV839467,LA : 1ROASTERY (LA),0.0,1.0,1.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Spring Seasonal Sundew (12oz),INV839467,LA : 1ROASTERY (LA),68.52,4.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,91.36,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Mexico GW (12oz),INV839467,LA : 1ROASTERY (LA),13.23,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,17.64,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,2oz,Org Black Magic GW (2oz),INV839467,LA : 1ROASTERY (LA),13.08,6.0,1.0,,1.0,0.125,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.125,104.64,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,2oz,Org Ethiopia Heirloom Blend GW (2oz),INV839467,LA : 1ROASTERY (LA),13.62,6.0,1.0,,1.0,0.125,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.125,108.96,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,2oz,Org Regenerative Certified Honduras GW (2oz),INV839467,LA : 1ROASTERY (LA),16.56,6.0,1.0,,1.0,0.125,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.125,132.48,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,2oz,Org Regenerative Certified Wild Bloom Blend GW (2oz),INV839467,LA : 1ROASTERY (LA),79.38,6.0,1.0,,1.0,0.125,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.125,635.04,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Soho House DTLA,Foodservice : Foodservice Direct,Joe Slagter,Finished Goods: Roasted Coffee,5lb,Org Black Magic GW (5lb),INV839468,LA : 1ROASTERY (LA),1806.0,30.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,361.2,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Fire Station 27,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Lucky Jack GW (5lb),INV839469,LA : 1ROASTERY (LA),371.95,5.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,74.39,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Lassen's,Grocery : Grocery Direct,Kristen Springer,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),INV839470,LA : 1ROASTERY (LA),189.6,8.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,94.8,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Lassen's,Grocery : Grocery Direct,Kristen Springer,Finished Goods: Roasted Coffee,5lb,Org Black Magic GW (5lb),INV839470,LA : 1ROASTERY (LA),301.48,4.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,60.29600000000001,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Lassen's,Grocery : Grocery Direct,Kristen Springer,Finished Goods: Roasted Coffee,5lb,Org Venice GW (5lb),INV839470,LA : 1ROASTERY (LA),148.78,2.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,29.756,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Twice Baked,Foodservice : Foodservice Direct,Joe Slagter,Finished Goods: Roasted Coffee,5lb,Org Lucky Jack GW (5lb) Drip/Pour Over,INV839471,LA : 1ROASTERY (LA),136.5,2.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,27.3,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Vees Cafe - Downtown,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Black Magic GW (5lb),INV839472,LA : 1ROASTERY (LA),150.74,2.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,30.148000000000003,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Vees Cafe - Downtown,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Mexico GW (5lb),INV839472,LA : 1ROASTERY (LA),74.08,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,14.815999999999999,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Vees Cafe - Downtown,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Colombia GW (5lb),INV839472,LA : 1ROASTERY (LA),74.12,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,14.824000000000002,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Taco Spot,Foodservice : Foodservice Direct,Phil Hand,Finished Goods: Roasted Coffee,5lb,Org Tres Tonos GW (5lb),INV839473,LA : 1ROASTERY (LA),74.39,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,14.878,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Honduras GW (10oz),INV839474,LA : 1ROASTERY (LA),13.23,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,21.168,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Nicaragua GW (10oz),INV839474,LA : 1ROASTERY (LA),13.23,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,21.168,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Wild Bloom Blend GW (10oz),INV839474,LA : 1ROASTERY (LA),13.23,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,21.168,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,GWC Samples,Foodservice : Foodservice Direct,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Round Midnight Blend GW (10oz),INV839474,LA : 1ROASTERY (LA),13.23,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,21.168,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Guckenheimer ISS,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Lucky Jack GW (5lb),INV839475,LA : 1ROASTERY (LA),270.15,5.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,54.029999999999994,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Sunlife Organics - Del Mar,Foodservice : Foodservice Direct,Phil Hand,Finished Goods: Roasted Coffee,5lb,Org Black Gold GW (5lb) Drip/Pour Over,INV839476,LA : 1ROASTERY (LA),74.39,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,14.878,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,SipWithMe,Foodservice : Foodservice Distributor,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Lucky Jack GW (5lb),INV839477,LA : 1ROASTERY (LA),52.07,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,10.414,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Cafe Balzac,Foodservice : Foodservice Direct,Darrell Baskin,Finished Goods: Roasted Coffee,5lb,Org Black Magic GW (5lb),INV839478,LA : 1ROASTERY (LA),429.6,6.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,85.92,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Bristol Farms Group,Grocery : Grocery Direct,Kristen Springer,Finished Goods: Roasted Coffee,2lb,Org Angel City GW (2lb),INV839479,LA : 1ROASTERY (LA),47.4,2.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,23.7,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Bristol Farms Group,Grocery : Grocery Direct,Kristen Springer,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),INV839479,LA : 1ROASTERY (LA),47.4,2.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,23.7,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Bristol Farms Group,Grocery : Grocery Direct,Kristen Springer,Finished Goods: Roasted Coffee,2lb,Org Ethiopia Heirloom Blend GW (2lb),INV839479,LA : 1ROASTERY (LA),47.4,2.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,23.7,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Manhattan Bread & Bagel,Foodservice : Foodservice Direct,Robert Ford,Ancillary Products,- None -,"2l&B Sachets, 15ct: Chamomile Flowers",INV839480,LA : 1ROASTERY (LA),56.1,6.0,6.0,,1.0,0.0,Fallback parser,Legacy fallback,True,0.0,0.0,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Manhattan Bread & Bagel,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Black Magic GW (5lb),INV839480,LA : 1ROASTERY (LA),753.7,10.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,150.74,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Manhattan Bread & Bagel,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Decaf: House GW (5lb),INV839480,LA : 1ROASTERY (LA),395.2,5.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,79.03999999999999,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Manhattan Bread & Bagel,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Conv Cof: Vienna Melange Kraft Bag (5lb),INV839480,LA : 1ROASTERY (LA),794.17,13.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,158.834,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Schaffer,Foodservice : Foodservice Direct,Phil Hand,Finished Goods: Roasted Coffee,5lb,Org Joe Blend GW (5lb) Drip/Pour Over,INV839481,LA : 1ROASTERY (LA),285.72,4.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,57.144000000000005,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Vees Cafe - W Adams,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Black Gold GW (5lb),INV839482,LA : 1ROASTERY (LA),74.39,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,14.878,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Vees Cafe - W Adams,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Black Magic GW (5lb),INV839482,LA : 1ROASTERY (LA),150.74,2.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,30.148000000000003,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Vees Cafe - W Adams,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Decaf: Angel City GW (5lb),INV839482,LA : 1ROASTERY (LA),82.0,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,16.4,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,3rd Street Coffee,Foodservice : Foodservice Direct,Carlos Acuna,Finished Goods: Roasted Coffee,5lb,Org Black Magic GW (5lb),INV839483,LA : 1ROASTERY (LA),120.6,2.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,24.119999999999997,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,City Kitchen Cafe,Foodservice : Foodservice Direct,Robert Ford,Finished Goods: Roasted Coffee,5lb,Org Lucky Jack GW (5lb),INV839484,LA : 1ROASTERY (LA),334.75,5.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,66.95,2026-07-21
2026-04-09,(26-Apr) 15,Apr 2026,Old Town Cafe,Foodservice : Foodservice Direct,Phil Hand,Finished Goods: Roasted Coffee,5lb,Conv Cof: House Blend Kraft Bag (5lb),INV839485,LA : 1ROASTERY (LA),348.95,5.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,69.78999999999999,2026-07-21
